url_id,url,url_length,has_ip_address,has_at_symbol,num_subdomains,num_hyphens,num_digits,uses_https,suspicious_https_token,is_shortened_url,domain_age_days,has_suspicious_keyword,ssl_certificate_valid,redirect_count,external_favicon,anchor_mismatch_ratio,label
URL-000784,https://nonghyup.com/,39,0,0,0,1,1,1,0,0,2205,0,1,0,0,0.07,legitimate
URL-000787,https://kbstar.com/,36,0,0,0,1,1,1,0,0,1427,0,1,0,0,0.02,legitimate
URL-000276,https://confirm-page229.top/,70,1,0,2,2,4,1,0,1,40,1,0,4,1,0.77,phishing
URL-000362,https://wooribank.com/,39,0,0,1,1,0,1,0,0,1442,0,1,0,0,0.02,legitimate
URL-000097,https://account-page544.tk/,67,0,0,3,2,9,1,0,0,5,1,0,2,1,0.86,phishing
URL-000642,https://nonghyup.com/,31,0,0,1,0,3,1,0,0,1600,0,1,1,0,0.15,legitimate
URL-000716,https://kbstar.com/,33,0,0,1,0,3,1,0,0,2357,0,1,1,0,0.15,legitimate
URL-000282,http://login-page729.ml/,80,0,0,1,1,8,0,0,0,93,1,0,1,1,0.76,phishing
URL-000394,https://nonghyup.com/,19,0,0,0,0,0,1,0,0,1409,0,1,1,0,0.02,legitimate
URL-000629,https://shinhanbank.com/,29,0,0,0,0,2,1,0,0,1678,0,1,1,0,0.12,legitimate
URL-000609,https://kbstar.com/,52,0,0,0,0,2,1,0,0,2189,0,1,1,0,0.14,legitimate
URL-000706,https://hanabank.com/,44,0,0,0,0,1,1,0,0,2790,0,1,0,0,0.01,legitimate
URL-000755,https://hanabank.com/,32,0,0,1,1,0,1,0,0,3207,0,1,0,0,0.08,legitimate
URL-000055,https://bank-page845.click/,97,0,0,3,4,3,1,0,0,9,1,0,3,1,0.41,phishing
URL-000751,http://kbstar.com/,30,0,0,0,0,1,0,0,0,1102,0,1,0,0,0.13,legitimate
URL-000156,http://account-page632.click/,83,1,0,4,5,8,0,0,1,38,1,0,0,0,0.87,phishing
URL-000433,https://hanabank.com/,12,0,0,1,0,3,1,0,0,2635,0,1,0,0,0.04,legitimate
URL-000098,http://verify-page367.top/,91,0,0,4,4,3,0,0,0,75,0,0,3,1,0.55,phishing
URL-000121,http://update-page828.gq/,79,0,0,1,4,5,0,0,0,45,1,0,1,0,0.9,phishing
URL-000077,https://bank-secure256.click/,73,0,1,1,2,6,1,1,0,35,0,0,4,1,0.39,phishing
URL-000205,http://login-page747.xyz/,66,1,0,4,3,6,0,0,0,56,1,0,4,1,0.69,phishing
URL-000353,https://kbstar.com/,20,0,0,0,1,0,1,0,0,1630,0,1,1,0,0.12,legitimate
URL-000765,https://wooribank.com/,27,0,0,0,1,0,1,0,0,743,0,1,0,0,0.1,legitimate
URL-000209,http://bank-page450.gq/,74,0,1,2,2,5,0,0,0,0,1,0,1,1,0.9,phishing
URL-000368,https://hanabank.com/,30,0,0,1,0,1,1,0,0,1667,0,1,0,0,0.04,legitimate
URL-000426,https://shinhanbank.com/,37,0,0,0,1,0,1,0,0,741,0,1,0,0,0.09,legitimate
URL-000516,https://hanabank.com/,40,0,0,1,0,0,1,0,0,2047,0,1,1,0,0.03,legitimate
URL-000085,http://account-page36.xyz/,74,1,0,4,4,9,0,0,0,153,1,1,0,0,0.43,phishing
URL-000011,http://bank-page938.gq/,80,0,0,4,3,4,0,0,1,153,1,0,0,1,0.73,phishing
URL-000721,https://hanabank.com/,42,0,0,1,0,2,1,0,0,2650,0,1,0,0,0.1,legitimate
URL-000111,http://bank-page841.gq/,77,0,0,2,2,11,0,0,0,149,1,0,1,0,0.55,phishing
URL-000522,https://nonghyup.com/,47,0,0,0,1,0,1,0,0,1867,0,1,1,0,0.06,legitimate
URL-000778,https://kbstar.com/,39,0,0,1,0,2,1,0,0,2891,0,1,1,0,0.05,legitimate
URL-000210,http://secure-secure276.click/,59,0,0,2,4,4,0,1,0,61,1,0,2,1,0.44,phishing
URL-000236,http://secure-page328.tk/,78,0,1,2,5,10,0,0,0,54,0,1,3,0,0.51,phishing
URL-000317,http://update-secure555.gq/,65,0,0,2,4,9,0,1,1,28,0,0,1,0,0.6,phishing
URL-000389,https://hanabank.com/,18,0,0,1,0,2,1,0,0,1619,0,1,0,0,0.06,legitimate
URL-000119,http://confirm-page867.top/,94,0,0,4,1,6,0,0,0,5,1,0,1,1,0.56,phishing
URL-000720,https://hanabank.com/,30,0,0,1,0,0,1,0,0,2647,0,1,1,0,0.03,legitimate
URL-000211,http://bank-page105.click/,102,0,0,1,5,5,0,0,1,116,1,1,1,0,0.83,phishing
URL-000255,https://bank-page897.ml/,37,0,0,3,1,2,1,0,0,21,0,0,0,0,0.79,phishing
URL-000592,https://hanabank.com/,22,0,0,1,0,2,1,0,0,3407,0,1,0,0,0.12,legitimate
URL-000030,http://secure-page49.gq/,69,1,1,3,5,8,0,0,0,3,0,0,0,0,0.84,phishing
URL-000267,http://verify-page516.top/,75,0,1,4,3,5,0,0,0,56,1,0,3,0,0.9,phishing
URL-000657,http://kbstar.com/,36,0,0,0,0,3,0,0,0,1692,0,1,1,0,0.1,legitimate
URL-000663,https://hanabank.com/,28,0,0,1,0,3,1,0,0,1728,0,1,0,0,0.0,legitimate
URL-000297,http://verify-page890.gq/,86,1,0,2,1,6,0,0,0,28,0,0,3,0,0.34,phishing
URL-000082,https://verify-secure453.ml/,28,1,0,2,4,9,1,1,1,16,0,0,3,1,0.72,phishing
URL-000689,https://wooribank.com/,23,0,0,0,1,0,1,0,0,1868,0,1,0,0,0.06,legitimate
URL-000303,https://login-page716.click/,84,0,0,4,4,7,1,0,0,62,1,0,0,1,0.54,phishing
URL-000507,https://kbstar.com/,27,0,0,0,0,0,1,0,0,1879,0,1,0,0,0.07,legitimate
URL-000759,https://nonghyup.com/,30,0,0,0,1,0,1,0,0,2020,0,1,0,0,0.12,legitimate
URL-000315,https://bank-page80.click/,68,0,0,4,1,5,1,0,1,54,0,0,4,0,0.74,phishing
URL-000645,https://wooribank.com/,40,0,0,0,1,2,1,0,0,258,1,1,1,0,0.14,legitimate
URL-000410,https://wooribank.com/,46,0,0,1,0,0,1,0,0,713,0,1,0,0,0.03,legitimate
URL-000212,https://bank-page550.xyz/,69,0,0,4,1,8,1,0,1,67,0,0,2,1,0.59,phishing
URL-000533,https://nonghyup.com/,31,0,0,1,1,2,1,0,0,1372,0,1,1,0,0.08,legitimate
URL-000484,https://shinhanbank.com/,32,0,0,0,1,2,1,0,0,3492,0,1,1,0,0.1,legitimate
URL-000219,http://verify-secure610.xyz/,96,1,0,3,5,9,0,1,1,1,0,0,1,1,0.49,phishing
URL-000008,http://secure-page857.xyz/,67,0,0,3,2,9,0,0,1,96,1,1,3,0,0.41,phishing
URL-000465,http://kbstar.com/,36,0,0,0,1,0,0,0,0,3370,0,1,0,0,0.04,legitimate
URL-000102,http://bank-page596.top/,89,0,0,3,5,3,0,0,0,26,0,0,2,1,0.34,phishing
URL-000327,https://shinhanbank.com/,43,0,0,0,0,2,1,0,0,947,0,1,0,0,0.05,legitimate
URL-000653,https://kbstar.com/,12,0,0,0,0,3,1,0,0,2607,0,1,1,0,0.05,legitimate
URL-000538,http://hanabank.com/,21,0,0,1,0,3,0,0,0,2639,0,1,0,0,0.06,legitimate
URL-000641,https://nonghyup.com/,39,0,0,0,1,3,1,0,0,2480,1,1,1,0,0.08,legitimate
URL-000003,http://account-secure106.click/,83,0,0,2,2,11,0,1,1,14,1,0,1,1,0.84,phishing
URL-000739,https://wooribank.com/,36,0,0,0,0,2,1,0,0,2094,0,1,0,0,0.0,legitimate
URL-000777,https://wooribank.com/,48,0,0,1,1,1,1,0,0,3229,0,1,1,0,0.12,legitimate
URL-000520,https://hanabank.com/,35,0,0,1,1,1,1,0,0,1704,0,1,1,0,0.14,legitimate
URL-000590,http://wooribank.com/,17,0,0,1,1,1,0,0,0,1787,0,1,1,0,0.13,legitimate
URL-000799,https://kbstar.com/,29,0,0,0,0,0,1,0,0,1986,0,1,0,0,0.01,legitimate
URL-000745,https://hanabank.com/,34,0,0,0,0,0,1,0,0,2231,1,1,1,0,0.05,legitimate
URL-000514,https://hanabank.com/,33,0,0,1,0,2,1,0,0,2090,0,1,0,0,0.09,legitimate
URL-000671,https://hanabank.com/,40,0,0,1,0,3,1,0,0,709,0,1,1,0,0.04,legitimate
URL-000265,http://secure-page811.tk/,82,1,0,3,3,7,0,0,0,28,0,0,1,0,0.35,phishing
URL-000616,https://hanabank.com/,29,0,0,0,0,1,1,0,0,1307,0,1,0,0,0.13,legitimate
URL-000330,https://shinhanbank.com/,60,0,0,0,0,3,1,0,0,2118,0,1,1,0,0.14,legitimate
URL-000343,https://wooribank.com/,14,0,0,0,0,2,1,0,0,2165,0,1,0,1,0.09,legitimate
URL-000395,https://hanabank.com/,20,0,0,0,1,0,1,0,0,2333,0,1,0,0,0.13,legitimate
URL-000080,https://update-secure655.top/,51,0,0,4,3,10,1,1,0,7,1,1,0,0,0.32,phishing
URL-000149,http://update-page742.gq/,54,1,0,4,3,10,0,0,0,25,0,0,0,0,0.58,phishing
URL-000351,https://shinhanbank.com/,33,0,0,0,0,0,1,0,0,2138,0,1,1,0,0.02,legitimate
URL-000383,https://wooribank.com/,42,0,0,1,0,2,1,0,0,3310,0,1,1,0,0.09,legitimate
URL-000441,https://kbstar.com/,43,0,0,1,1,0,1,0,0,3539,0,0,1,0,0.12,legitimate
URL-000310,https://confirm-page130.click/,76,0,0,4,4,6,1,0,0,17,0,0,3,1,0.87,phishing
URL-000708,https://kbstar.com/,34,0,0,1,0,2,1,0,0,3295,0,1,0,0,0.05,legitimate
URL-000134,https://update-page924.xyz/,59,0,0,1,1,2,1,0,0,5,0,0,2,0,0.31,phishing
URL-000382,https://nonghyup.com/,34,0,0,0,1,0,1,0,0,2433,0,1,0,0,0.14,legitimate
URL-000214,https://bank-page675.top/,73,0,0,4,4,8,1,0,0,67,0,0,0,0,0.4,phishing
URL-000660,https://hanabank.com/,29,0,0,0,0,0,1,0,0,2883,0,1,1,0,0.02,legitimate
URL-000056,https://account-secure588.tk/,109,0,0,3,1,7,1,1,0,7,1,0,1,1,0.95,phishing
URL-000737,http://wooribank.com/,26,0,0,1,0,1,0,0,0,1481,0,1,1,0,0.08,legitimate
URL-000621,https://hanabank.com/,35,0,0,1,0,0,1,0,0,2157,0,1,0,0,0.08,legitimate
URL-000583,https://nonghyup.com/,36,0,0,0,1,3,1,0,0,3399,0,1,1,0,0.05,legitimate
URL-000674,https://kbstar.com/,27,0,0,1,0,2,1,0,0,3779,0,1,0,0,0.1,legitimate
URL-000528,https://wooribank.com/,35,0,0,1,1,3,1,0,0,3620,0,1,0,0,0.04,legitimate
URL-000197,http://confirm-page231.xyz/,59,0,0,1,4,2,0,0,0,10,1,1,2,1,0.66,phishing
URL-000714,https://kbstar.com/,41,0,0,1,1,3,1,0,0,3025,0,1,0,0,0.05,legitimate
URL-000690,https://nonghyup.com/,26,0,0,0,0,3,1,0,0,1177,0,0,0,0,0.04,legitimate
URL-000061,https://update-page368.top/,113,0,0,4,5,8,1,0,0,30,1,0,1,1,0.43,phishing
URL-000577,https://shinhanbank.com/,27,0,0,1,1,3,1,0,0,2622,0,1,1,0,0.05,legitimate
URL-000632,https://shinhanbank.com/,32,0,0,0,1,3,1,0,0,3406,0,1,0,0,0.02,legitimate
URL-000432,https://kbstar.com/,19,0,0,1,1,2,1,0,0,2690,0,1,1,0,0.06,legitimate
URL-000604,https://hanabank.com/,50,0,0,1,0,3,1,1,1,1788,0,1,0,0,0.09,legitimate
URL-000443,https://kbstar.com/,31,0,0,1,0,0,1,0,0,2637,0,1,1,0,0.13,legitimate
URL-000437,https://wooribank.com/,20,0,0,1,1,3,1,0,0,2769,0,1,0,0,0.03,legitimate
URL-000248,https://secure-page618.xyz/,68,0,0,4,1,7,1,0,1,5,1,1,1,0,0.51,phishing
URL-000587,https://hanabank.com/,38,0,0,1,1,2,1,0,0,1094,0,0,1,0,0.04,legitimate
URL-000570,https://wooribank.com/,32,1,0,1,1,1,1,0,0,2661,0,1,1,0,0.03,legitimate
URL-000091,http://secure-secure210.xyz/,86,1,0,4,2,3,0,1,1,17,1,1,4,0,0.85,phishing
URL-000651,https://shinhanbank.com/,24,0,0,0,1,0,1,0,0,1813,0,1,0,0,0.03,legitimate
URL-000182,http://verify-page425.click/,102,1,0,1,5,9,0,0,0,74,0,0,0,0,0.95,phishing
URL-000791,https://shinhanbank.com/,41,0,0,0,0,0,1,0,0,1807,0,1,1,0,0.07,legitimate
URL-000555,https://wooribank.com/,21,0,0,0,1,1,1,0,0,0,0,1,1,0,0.01,legitimate
URL-000291,https://confirm-page466.gq/,70,0,0,4,1,11,1,0,1,37,0,1,2,1,0.55,phishing
URL-000159,https://verify-page763.tk/,54,0,0,1,3,10,1,0,0,80,0,0,2,1,0.55,phishing
URL-000070,https://login-page680.ml/,69,0,0,1,1,11,1,0,0,22,1,0,3,1,0.42,phishing
URL-000518,https://wooribank.com/,47,0,0,0,0,2,1,0,0,1199,0,1,0,0,0.13,legitimate
URL-000132,https://confirm-page498.gq/,103,0,0,2,1,2,1,0,0,12,1,0,0,0,0.92,phishing
URL-000045,http://verify-secure420.xyz/,49,0,1,4,2,3,0,1,0,44,1,0,3,0,0.74,phishing
URL-000071,http://secure-page157.ml/,82,1,0,2,5,9,0,0,0,6,0,0,3,0,0.56,phishing
URL-000692,https://kbstar.com/,36,0,0,0,0,0,1,0,0,879,1,1,0,0,0.06,legitimate
URL-000356,https://nonghyup.com/,20,0,0,0,1,0,1,0,0,1247,0,1,1,0,0.13,legitimate
URL-000445,https://nonghyup.com/,15,0,0,1,1,3,1,0,0,2062,0,1,1,0,0.1,legitimate
URL-000762,http://hanabank.com/,18,0,0,0,0,0,0,0,0,1639,0,1,1,0,0.1,legitimate
URL-000136,http://secure-page736.xyz/,53,0,0,3,3,6,0,0,0,23,1,1,1,1,0.91,phishing
URL-000083,https://login-page534.top/,77,0,0,4,5,6,1,0,0,80,1,0,0,0,0.76,phishing
URL-000166,https://update-page244.click/,78,0,0,4,3,7,1,0,0,64,0,0,0,1,0.37,phishing
URL-000165,http://bank-secure694.xyz/,91,0,1,4,3,5,0,1,0,30,1,1,3,0,0.69,phishing
URL-000029,http://confirm-secure295.tk/,65,0,1,3,5,2,0,1,0,2,1,1,3,0,0.43,phishing
URL-000449,https://shinhanbank.com/,35,0,0,0,1,0,1,0,0,1370,0,1,1,1,0.08,legitimate
URL-000194,https://confirm-page740.tk/,53,1,1,4,3,7,1,0,0,130,1,0,3,0,0.94,phishing
URL-000240,http://account-page817.ml/,44,0,0,3,1,9,0,0,1,28,1,1,4,0,0.38,phishing
URL-000725,https://kbstar.com/,29,0,0,0,0,1,1,0,0,2153,0,1,1,0,0.08,legitimate
URL-000731,https://nonghyup.com/,24,0,0,0,1,2,1,0,0,2442,0,1,0,0,0.11,legitimate
URL-000137,http://update-page316.ml/,47,0,0,1,5,9,0,0,0,49,0,1,1,1,0.74,phishing
URL-000665,https://nonghyup.com/,40,0,0,0,0,1,1,0,0,2946,1,1,1,0,0.01,legitimate
URL-000312,http://update-page988.top/,89,0,0,1,4,8,0,0,1,56,0,1,0,1,0.32,phishing
URL-000141,http://confirm-page197.tk/,79,0,0,4,2,9,0,0,0,1,1,0,3,1,0.52,phishing
URL-000474,http://kbstar.com/,30,0,0,1,0,0,0,0,0,1635,0,1,0,0,0.0,legitimate
URL-000007,http://confirm-page499.top/,84,1,0,4,1,6,0,0,0,23,1,1,3,1,0.93,phishing
URL-000729,https://shinhanbank.com/,42,0,0,1,0,0,1,0,0,2205,0,1,1,0,0.09,legitimate
URL-000756,https://wooribank.com/,30,0,0,1,0,3,1,0,0,1396,0,1,1,0,0.03,legitimate
URL-000074,http://bank-page854.click/,31,1,0,4,1,5,0,0,0,3,1,0,4,1,0.91,phishing
URL-000560,https://wooribank.com/,29,0,0,0,1,2,1,0,0,1274,0,1,0,0,0.15,legitimate
URL-000300,http://secure-page155.tk/,38,0,0,4,4,6,0,0,0,52,0,0,2,1,0.68,phishing
URL-000146,https://verify-page200.xyz/,82,0,0,1,3,8,1,0,0,3,1,1,1,1,0.48,phishing
URL-000293,http://update-page502.xyz/,82,0,1,4,1,7,0,0,0,35,1,0,2,0,0.63,phishing
URL-000235,https://account-page118.xyz/,37,0,0,3,3,7,1,0,0,142,1,0,0,0,0.52,phishing
URL-000221,http://update-page836.tk/,76,1,1,4,1,8,0,0,0,9,0,0,1,1,0.48,phishing
URL-000451,https://wooribank.com/,35,0,0,1,1,2,1,0,1,1282,0,1,1,0,0.06,legitimate
URL-000381,https://nonghyup.com/,34,0,0,1,0,3,1,0,0,2993,0,1,1,1,0.05,legitimate
URL-000133,http://account-page55.xyz/,89,0,0,3,2,9,0,0,1,11,1,0,0,0,0.83,phishing
URL-000376,https://shinhanbank.com/,30,0,0,0,1,1,1,0,0,2438,0,1,1,0,0.07,legitimate
URL-000405,https://nonghyup.com/,38,0,0,1,0,3,1,0,0,1682,0,1,1,0,0.11,legitimate
URL-000523,https://nonghyup.com/,26,0,0,1,1,1,1,0,0,2291,0,1,0,0,0.03,legitimate
URL-000750,https://nonghyup.com/,22,0,0,0,1,3,1,0,0,2413,0,1,0,0,0.12,legitimate
URL-000427,https://shinhanbank.com/,41,0,0,0,1,0,1,0,0,1041,0,1,1,0,0.15,legitimate
URL-000042,http://account-page557.tk/,78,0,0,3,5,6,0,0,0,197,0,0,0,0,0.59,phishing
URL-000496,https://shinhanbank.com/,51,0,0,0,1,2,1,0,0,1968,0,1,0,0,0.14,legitimate
URL-000109,https://confirm-page437.click/,86,0,0,3,5,11,1,0,0,63,1,0,0,1,0.69,phishing
URL-000345,https://nonghyup.com/,40,0,0,1,0,0,1,1,0,2344,0,1,1,0,0.03,legitimate
URL-000057,https://verify-secure848.tk/,75,0,0,2,3,3,1,1,0,4,0,0,3,1,0.69,phishing
URL-000260,http://confirm-secure355.ml/,127,0,1,4,5,9,0,1,0,63,1,0,3,0,0.38,phishing
URL-000480,https://wooribank.com/,24,0,0,0,0,0,1,0,0,2855,0,1,0,1,0.09,legitimate
URL-000626,https://shinhanbank.com/,40,0,0,1,0,2,1,0,0,2037,0,1,1,0,0.12,legitimate
URL-000228,http://confirm-page439.tk/,105,1,0,1,5,11,0,0,0,9,0,1,0,1,0.31,phishing
